,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,OT,Attend.,game_type,game_name
967,2015-12-19,7:00 pm,Charlotte Hornets,101,Washington Wizards,109,0,16987,regular_season,Charlotte Hornets at Washington Wizards
974,2015-12-20,6:00 pm,Sacramento Kings,104,Toronto Raptors,94,0,19800,regular_season,Sacramento Kings at Toronto Raptors
972,2015-12-20,6:00 pm,Atlanta Hawks,103,Orlando Magic,100,0,16982,regular_season,Atlanta Hawks at Orlando Magic
973,2015-12-20,5:00 pm,Milwaukee Bucks,101,Phoenix Suns,95,0,16859,regular_season,Milwaukee Bucks at Phoenix Suns
970,2015-12-20,8:00 pm,New Orleans Pelicans,130,Denver Nuggets,125,0,13857,regular_season,New Orleans Pelicans at Denver Nuggets
969,2015-12-20,3:30 pm,Philadelphia 76ers,86,Cleveland Cavaliers,108,0,20562,regular_season,Philadelphia 76ers at Cleveland Cavaliers
968,2015-12-20,1:00 pm,Minnesota Timberwolves,100,Brooklyn Nets,85,0,14552,regular_season,Minnesota Timberwolves at Brooklyn Nets
971,2015-12-20,1:00 pm,Portland Trail Blazers,109,Miami Heat,116,0,19600,regular_season,Portland Trail Blazers at Miami Heat
983,2015-12-21,7:00 pm,Sacramento Kings,99,Washington Wizards,113,0,15124,regular_season,Sacramento Kings at Washington Wizards
981,2015-12-21,8:30 pm,Indiana Pacers,92,San Antonio Spurs,106,0,18418,regular_season,Indiana Pacers at San Antonio Spurs
980,2015-12-21,7:30 pm,Orlando Magic,107,New York Knicks,99,0,19812,regular_season,Orlando Magic at New York Knicks
982,2015-12-21,9:00 pm,Phoenix Suns,89,Utah Jazz,110,0,19911,regular_season,Phoenix Suns at Utah Jazz
978,2015-12-21,8:00 pm,Charlotte Hornets,95,Houston Rockets,102,0,18236,regular_season,Charlotte Hornets at Houston Rockets
977,2015-12-21,8:00 pm,Brooklyn Nets,105,Chicago Bulls,102,0,21825,regular_season,Brooklyn Nets at Chicago Bulls
976,2015-12-21,7:30 pm,Minnesota Timberwolves,99,Boston Celtics,113,0,18624,regular_season,Minnesota Timberwolves at Boston Celtics
975,2015-12-21,8:00 pm,Portland Trail Blazers,97,Atlanta Hawks,106,0,18373,regular_season,Portland Trail Blazers at Atlanta Hawks
979,2015-12-21,10:30 pm,Oklahoma City Thunder,100,Los Angeles Clippers,99,0,19415,regular_season,Oklahoma City Thunder at Los Angeles Clippers
984,2015-12-22,9:00 pm,Los Angeles Lakers,111,Denver Nuggets,107,0,19124,regular_season,Los Angeles Lakers at Denver Nuggets
985,2015-12-22,7:30 pm,Detroit Pistons,93,Miami Heat,92,0,19901,regular_season,Detroit Pistons at Miami Heat
986,2015-12-22,7:00 pm,Memphis Grizzlies,104,Philadelphia 76ers,90,0,15552,regular_season,Memphis Grizzlies at Philadelphia 76ers
987,2015-12-22,7:30 pm,Dallas Mavericks,99,Toronto Raptors,103,0,19800,regular_season,Dallas Mavericks at Toronto Raptors
1000,2015-12-23,7:00 pm,Memphis Grizzlies,91,Washington Wizards,100,0,15879,regular_season,Memphis Grizzlies at Washington Wizards
999,2015-12-23,9:00 pm,Denver Nuggets,104,Phoenix Suns,96,0,17034,regular_season,Denver Nuggets at Phoenix Suns
998,2015-12-23,7:00 pm,Houston Rockets,101,Orlando Magic,104,0,17061,regular_season,Houston Rockets at Orlando Magic
997,2015-12-23,8:00 pm,Portland Trail Blazers,89,New Orleans Pelicans,115,0,16686,regular_season,Portland Trail Blazers at New Orleans Pelicans
995,2015-12-23,8:00 pm,Philadelphia 76ers,100,Milwaukee Bucks,113,0,15754,regular_season,Philadelphia 76ers at Milwaukee Bucks
996,2015-12-23,8:00 pm,San Antonio Spurs,108,Minnesota Timberwolves,83,0,16788,regular_season,San Antonio Spurs at Minnesota Timberwolves
993,2015-12-23,7:00 pm,Sacramento Kings,108,Indiana Pacers,106,0,18165,regular_season,Sacramento Kings at Indiana Pacers
992,2015-12-23,10:30 pm,Utah Jazz,85,Golden State Warriors,103,0,19596,regular_season,Utah Jazz at Golden State Warriors
991,2015-12-23,7:00 pm,New York Knicks,84,Cleveland Cavaliers,91,0,20562,regular_season,New York Knicks at Cleveland Cavaliers
990,2015-12-23,7:00 pm,Boston Celtics,102,Charlotte Hornets,89,0,19082,regular_season,Boston Celtics at Charlotte Hornets
989,2015-12-23,7:30 pm,Dallas Mavericks,119,Brooklyn Nets,118,1,15994,regular_season,Dallas Mavericks at Brooklyn Nets
988,2015-12-23,8:00 pm,Detroit Pistons,100,Atlanta Hawks,107,0,17575,regular_season,Detroit Pistons at Atlanta Hawks
994,2015-12-23,10:30 pm,Oklahoma City Thunder,120,Los Angeles Lakers,85,0,18997,regular_season,Oklahoma City Thunder at Los Angeles Lakers
1005,2015-12-25,2:30 pm,Chicago Bulls,105,Oklahoma City Thunder,96,0,18203,regular_season,Chicago Bulls at Oklahoma City Thunder
1004,2015-12-25,12:00 pm,New Orleans Pelicans,88,Miami Heat,94,1,19845,regular_season,New Orleans Pelicans at Miami Heat
1003,2015-12-25,10:30 pm,Los Angeles Clippers,94,Los Angeles Lakers,84,0,18997,regular_season,Los Angeles Clippers at Los Angeles Lakers
1002,2015-12-25,8:00 pm,San Antonio Spurs,84,Houston Rockets,88,0,18319,regular_season,San Antonio Spurs at Houston Rockets
1001,2015-12-25,5:00 pm,Cleveland Cavaliers,83,Golden State Warriors,89,0,19596,regular_season,Cleveland Cavaliers at Golden State Warriors
1018,2015-12-26,9:00 pm,Los Angeles Clippers,109,Utah Jazz,104,0,19911,regular_season,Los Angeles Clippers at Utah Jazz
1016,2015-12-26,10:00 pm,Cleveland Cavaliers,76,Portland Trail Blazers,105,0,19393,regular_season,Cleveland Cavaliers at Portland Trail Blazers
1015,2015-12-26,9:00 pm,Philadelphia 76ers,111,Phoenix Suns,104,0,17548,regular_season,Philadelphia 76ers at Phoenix Suns
1014,2015-12-26,7:00 pm,Miami Heat,108,Orlando Magic,101,0,18846,regular_season,Miami Heat at Orlando Magic
1013,2015-12-26,7:00 pm,Houston Rockets,108,New Orleans Pelicans,110,0,18248,regular_season,Houston Rockets at New Orleans Pelicans
1017,2015-12-26,8:30 pm,Denver Nuggets,86,San Antonio Spurs,101,0,18420,regular_season,Denver Nuggets at San Antonio Spurs
1011,2015-12-26,5:00 pm,Toronto Raptors,111,Milwaukee Bucks,90,0,16329,regular_season,Toronto Raptors at Milwaukee Bucks
1010,2015-12-26,7:30 pm,Boston Celtics,99,Detroit Pistons,93,0,18288,regular_season,Boston Celtics at Detroit Pistons
1009,2015-12-26,8:30 pm,Chicago Bulls,111,Dallas Mavericks,118,0,20392,regular_season,Chicago Bulls at Dallas Mavericks
1008,2015-12-26,7:00 pm,Memphis Grizzlies,92,Charlotte Hornets,98,0,19091,regular_season,Memphis Grizzlies at Charlotte Hornets
1007,2015-12-26,4:00 pm,Washington Wizards,111,Brooklyn Nets,96,0,17732,regular_season,Washington Wizards at Brooklyn Nets
1006,2015-12-26,7:30 pm,New York Knicks,98,Atlanta Hawks,117,0,19015,regular_season,New York Knicks at Atlanta Hawks
1012,2015-12-26,8:00 pm,Indiana Pacers,102,Minnesota Timberwolves,88,0,15076,regular_season,Indiana Pacers at Minnesota Timberwolves
1019,2015-12-27,7:00 pm,New York Knicks,91,Boston Celtics,100,0,18624,regular_season,New York Knicks at Boston Celtics
1020,2015-12-27,6:00 pm,Los Angeles Lakers,96,Memphis Grizzlies,112,0,18119,regular_season,Los Angeles Lakers at Memphis Grizzlies
1021,2015-12-27,7:00 pm,Denver Nuggets,112,Oklahoma City Thunder,122,0,18203,regular_season,Denver Nuggets at Oklahoma City Thunder
1022,2015-12-27,9:00 pm,Portland Trail Blazers,98,Sacramento Kings,94,0,17317,regular_season,Portland Trail Blazers at Sacramento Kings
1033,2015-12-28,7:00 pm,Los Angeles Clippers,108,Washington Wizards,91,0,20356,regular_season,Los Angeles Clippers at Washington Wizards
1032,2015-12-28,9:00 pm,Philadelphia 76ers,91,Utah Jazz,95,0,19911,regular_season,Philadelphia 76ers at Utah Jazz
1031,2015-12-28,8:30 pm,Minnesota Timberwolves,95,San Antonio Spurs,101,0,18493,regular_season,Minnesota Timberwolves at San Antonio Spurs
1030,2015-12-28,9:00 pm,Cleveland Cavaliers,101,Phoenix Suns,97,0,18319,regular_season,Cleveland Cavaliers at Phoenix Suns
1029,2015-12-28,7:00 pm,New Orleans Pelicans,89,Orlando Magic,104,0,17606,regular_season,New Orleans Pelicans at Orlando Magic
1026,2015-12-28,10:30 pm,Sacramento Kings,103,Golden State Warriors,122,0,19596,regular_season,Sacramento Kings at Golden State Warriors
1027,2015-12-28,7:00 pm,Atlanta Hawks,87,Indiana Pacers,93,0,18165,regular_season,Atlanta Hawks at Indiana Pacers
1025,2015-12-28,8:30 pm,Milwaukee Bucks,93,Dallas Mavericks,103,0,20300,regular_season,Milwaukee Bucks at Dallas Mavericks
1024,2015-12-28,7:00 pm,Los Angeles Lakers,98,Charlotte Hornets,108,0,19632,regular_season,Los Angeles Lakers at Charlotte Hornets
1023,2015-12-28,8:00 pm,Toronto Raptors,97,Chicago Bulls,104,0,21898,regular_season,Toronto Raptors at Chicago Bulls
1028,2015-12-28,7:30 pm,Brooklyn Nets,111,Miami Heat,105,0,19975,regular_season,Brooklyn Nets at Miami Heat
1034,2015-12-29,9:00 pm,Cleveland Cavaliers,93,Denver Nuggets,87,0,17523,regular_season,Cleveland Cavaliers at Denver Nuggets
1035,2015-12-29,8:00 pm,Atlanta Hawks,121,Houston Rockets,115,0,18211,regular_season,Atlanta Hawks at Houston Rockets
1036,2015-12-29,8:00 pm,Miami Heat,90,Memphis Grizzlies,99,1,18119,regular_season,Miami Heat at Memphis Grizzlies
1037,2015-12-29,7:30 pm,Detroit Pistons,96,New York Knicks,108,0,19812,regular_season,Detroit Pistons at New York Knicks
1038,2015-12-29,8:00 pm,Milwaukee Bucks,123,Oklahoma City Thunder,131,0,18203,regular_season,Milwaukee Bucks at Oklahoma City Thunder
1048,2015-12-30,7:30 pm,Washington Wizards,91,Toronto Raptors,94,0,19800,regular_season,Washington Wizards at Toronto Raptors
1047,2015-12-30,8:30 pm,Phoenix Suns,79,San Antonio Spurs,112,0,18418,regular_season,Phoenix Suns at San Antonio Spurs
1046,2015-12-30,10:00 pm,Philadelphia 76ers,110,Sacramento Kings,105,0,17317,regular_season,Philadelphia 76ers at Sacramento Kings
1043,2015-12-30,8:00 pm,Utah Jazz,80,Minnesota Timberwolves,94,0,14326,regular_season,Utah Jazz at Minnesota Timberwolves
1042,2015-12-30,8:30 pm,Golden State Warriors,91,Dallas Mavericks,114,0,20494,regular_season,Golden State Warriors at Dallas Mavericks
1041,2015-12-30,7:00 pm,Los Angeles Clippers,122,Charlotte Hornets,117,0,19145,regular_season,Los Angeles Clippers at Charlotte Hornets
1040,2015-12-30,8:00 pm,Indiana Pacers,100,Chicago Bulls,102,1,22206,regular_season,Indiana Pacers at Chicago Bulls
1045,2015-12-30,10:00 pm,Denver Nuggets,103,Portland Trail Blazers,110,0,19393,regular_season,Denver Nuggets at Portland Trail Blazers
1039,2015-12-30,7:30 pm,Los Angeles Lakers,112,Boston Celtics,104,0,18624,regular_season,Los Angeles Lakers at Boston Celtics
1044,2015-12-30,7:00 pm,Brooklyn Nets,93,Orlando Magic,100,0,18397,regular_season,Brooklyn Nets at Orlando Magic
1049,2015-12-31,6:00 pm,Minnesota Timberwolves,90,Detroit Pistons,115,0,15475,regular_season,Minnesota Timberwolves at Detroit Pistons
1054,2015-12-31,9:00 pm,Portland Trail Blazers,96,Utah Jazz,109,0,19380,regular_season,Portland Trail Blazers at Utah Jazz
1053,2015-12-31,8:00 pm,Phoenix Suns,106,Oklahoma City Thunder,110,0,18203,regular_season,Phoenix Suns at Oklahoma City Thunder
1052,2015-12-31,8:00 pm,Los Angeles Clippers,95,New Orleans Pelicans,89,0,16920,regular_season,Los Angeles Clippers at New Orleans Pelicans
1051,2015-12-31,6:00 pm,Milwaukee Bucks,120,Indiana Pacers,116,0,16348,regular_season,Milwaukee Bucks at Indiana Pacers
1050,2015-12-31,7:00 pm,Golden State Warriors,114,Houston Rockets,110,0,18313,regular_season,Golden State Warriors at Houston Rockets
408,2016-01-01,8:00 pm,New York Knicks,81,Chicago Bulls,108,0,22443,regular_season,New York Knicks at Chicago Bulls
410,2016-01-01,7:30 pm,Dallas Mavericks,82,Miami Heat,106,0,19748,regular_season,Dallas Mavericks at Miami Heat
411,2016-01-01,7:30 pm,Charlotte Hornets,94,Toronto Raptors,104,0,19800,regular_season,Charlotte Hornets at Toronto Raptors
412,2016-01-01,7:00 pm,Orlando Magic,91,Washington Wizards,103,0,16986,regular_season,Orlando Magic at Washington Wizards
409,2016-01-01,10:30 pm,Philadelphia 76ers,84,Los Angeles Lakers,93,0,18997,regular_season,Philadelphia 76ers at Los Angeles Lakers
413,2016-01-02,3:00 pm,Brooklyn Nets,100,Boston Celtics,97,0,18624,regular_season,Brooklyn Nets at Boston Celtics
420,2016-01-02,8:00 pm,Milwaukee Bucks,95,Minnesota Timberwolves,85,0,14107,regular_season,Milwaukee Bucks at Minnesota Timberwolves
414,2016-01-02,7:00 pm,Oklahoma City Thunder,109,Charlotte Hornets,90,0,19387,regular_season,Oklahoma City Thunder at Charlotte Hornets
417,2016-01-02,10:30 pm,Denver Nuggets,108,Golden State Warriors,111,1,19596,regular_season,Denver Nuggets at Golden State Warriors
418,2016-01-02,7:00 pm,Detroit Pistons,82,Indiana Pacers,94,0,18165,regular_season,Detroit Pistons at Indiana Pacers
419,2016-01-02,10:30 pm,Philadelphia 76ers,99,Los Angeles Clippers,130,0,19212,regular_season,Philadelphia 76ers at Los Angeles Clippers
421,2016-01-02,5:00 pm,Phoenix Suns,119,Sacramento Kings,142,0,17317,regular_season,Phoenix Suns at Sacramento Kings
422,2016-01-02,8:30 pm,Houston Rockets,103,San Antonio Spurs,121,0,18652,regular_season,Houston Rockets at San Antonio Spurs
423,2016-01-02,9:00 pm,Memphis Grizzlies,87,Utah Jazz,92,1,18455,regular_season,Memphis Grizzlies at Utah Jazz
416,2016-01-02,8:30 pm,New Orleans Pelicans,105,Dallas Mavericks,98,0,20152,regular_season,New Orleans Pelicans at Dallas Mavericks
415,2016-01-02,7:30 pm,Orlando Magic,79,Cleveland Cavaliers,104,0,20562,regular_season,Orlando Magic at Cleveland Cavaliers
424,2016-01-03,9:00 pm,Portland Trail Blazers,112,Denver Nuggets,106,0,11883,regular_season,Portland Trail Blazers at Denver Nuggets
425,2016-01-03,9:30 pm,Phoenix Suns,77,Los Angeles Lakers,97,0,18997,regular_season,Phoenix Suns at Los Angeles Lakers
426,2016-01-03,3:30 pm,Atlanta Hawks,97,New York Knicks,111,0,19812,regular_season,Atlanta Hawks at New York Knicks
427,2016-01-03,3:30 pm,Chicago Bulls,115,Toronto Raptors,113,0,19800,regular_season,Chicago Bulls at Toronto Raptors
428,2016-01-03,6:00 pm,Miami Heat,97,Washington Wizards,75,0,17793,regular_season,Miami Heat at Washington Wizards
438,2016-01-04,9:00 pm,Houston Rockets,93,Utah Jazz,91,0,17912,regular_season,Houston Rockets at Utah Jazz
437,2016-01-04,10:00 pm,Memphis Grizzlies,91,Portland Trail Blazers,78,0,18832,regular_season,Memphis Grizzlies at Portland Trail Blazers
436,2016-01-04,7:00 pm,Minnesota Timberwolves,99,Philadelphia 76ers,109,0,14013,regular_season,Minnesota Timberwolves at Philadelphia 76ers
435,2016-01-04,8:00 pm,Sacramento Kings,116,Oklahoma City Thunder,104,0,18203,regular_season,Sacramento Kings at Oklahoma City Thunder
434,2016-01-04,8:00 pm,San Antonio Spurs,123,Milwaukee Bucks,98,0,14718,regular_season,San Antonio Spurs at Milwaukee Bucks
433,2016-01-04,7:30 pm,Indiana Pacers,100,Miami Heat,103,1,19874,regular_season,Indiana Pacers at Miami Heat
432,2016-01-04,10:30 pm,Charlotte Hornets,101,Golden State Warriors,111,0,19596,regular_season,Charlotte Hornets at Golden State Warriors
430,2016-01-04,7:00 pm,Toronto Raptors,100,Cleveland Cavaliers,122,0,20562,regular_season,Toronto Raptors at Cleveland Cavaliers
429,2016-01-04,7:30 pm,Boston Celtics,103,Brooklyn Nets,94,0,15448,regular_season,Boston Celtics at Brooklyn Nets
431,2016-01-04,7:30 pm,Orlando Magic,89,Detroit Pistons,115,0,14301,regular_season,Orlando Magic at Detroit Pistons
442,2016-01-05,10:30 pm,Golden State Warriors,109,Los Angeles Lakers,88,0,18997,regular_season,Golden State Warriors at Los Angeles Lakers
441,2016-01-05,8:30 pm,Sacramento Kings,116,Dallas Mavericks,117,0,20059,regular_season,Sacramento Kings at Dallas Mavericks
440,2016-01-05,8:00 pm,Milwaukee Bucks,106,Chicago Bulls,117,0,21686,regular_season,Milwaukee Bucks at Chicago Bulls
439,2016-01-05,8:00 pm,New York Knicks,107,Atlanta Hawks,101,0,15082,regular_season,New York Knicks at Atlanta Hawks
448,2016-01-06,9:30 pm,Memphis Grizzlies,94,Oklahoma City Thunder,112,0,18203,regular_season,Memphis Grizzlies at Oklahoma City Thunder
443,2016-01-06,7:30 pm,Detroit Pistons,99,Boston Celtics,94,0,18624,regular_season,Detroit Pistons at Boston Celtics
446,2016-01-06,8:00 pm,Denver Nuggets,78,Minnesota Timberwolves,74,0,12059,regular_season,Denver Nuggets at Minnesota Timberwolves
449,2016-01-06,7:00 pm,Indiana Pacers,95,Orlando Magic,86,0,18846,regular_season,Indiana Pacers at Orlando Magic
445,2016-01-06,7:00 pm,New York Knicks,98,Miami Heat,90,0,19987,regular_season,New York Knicks at Miami Heat
453,2016-01-06,7:00 pm,Cleveland Cavaliers,121,Washington Wizards,115,0,20356,regular_season,Cleveland Cavaliers at Washington Wizards
452,2016-01-06,8:30 pm,Utah Jazz,98,San Antonio Spurs,123,0,18418,regular_season,Utah Jazz at San Antonio Spurs
444,2016-01-06,7:30 pm,Toronto Raptors,91,Brooklyn Nets,74,0,14544,regular_season,Toronto Raptors at Brooklyn Nets
451,2016-01-06,10:00 pm,Los Angeles Clippers,109,Portland Trail Blazers,98,0,18598,regular_season,Los Angeles Clippers at Portland Trail Blazers
450,2016-01-06,9:00 pm,Charlotte Hornets,102,Phoenix Suns,111,0,16910,regular_season,Charlotte Hornets at Phoenix Suns
447,2016-01-06,8:00 pm,Dallas Mavericks,100,New Orleans Pelicans,91,0,15255,regular_season,Dallas Mavericks at New Orleans Pelicans
454,2016-01-07,8:00 pm,Boston Celtics,92,Chicago Bulls,101,0,21497,regular_season,Boston Celtics at Chicago Bulls
456,2016-01-07,7:00 pm,Atlanta Hawks,126,Philadelphia 76ers,98,0,12611,regular_season,Atlanta Hawks at Philadelphia 76ers
457,2016-01-07,10:30 pm,Los Angeles Lakers,115,Sacramento Kings,118,0,17386,regular_season,Los Angeles Lakers at Sacramento Kings
455,2016-01-07,8:00 pm,Utah Jazz,94,Houston Rockets,103,0,18155,regular_season,Utah Jazz at Houston Rockets
461,2016-01-08,8:00 pm,Dallas Mavericks,95,Milwaukee Bucks,96,0,16409,regular_season,Dallas Mavericks at Milwaukee Bucks
459,2016-01-08,10:30 pm,Oklahoma City Thunder,117,Los Angeles Lakers,113,0,18997,regular_season,Oklahoma City Thunder at Los Angeles Lakers
467,2016-01-08,7:00 pm,Toronto Raptors,97,Washington Wizards,88,0,17064,regular_season,Toronto Raptors at Washington Wizards
466,2016-01-08,8:30 pm,New York Knicks,99,San Antonio Spurs,100,0,18420,regular_season,New York Knicks at San Antonio Spurs
465,2016-01-08,10:00 pm,Golden State Warriors,128,Portland Trail Blazers,108,0,20035,regular_season,Golden State Warriors at Portland Trail Blazers
464,2016-01-08,9:30 pm,Miami Heat,103,Phoenix Suns,95,0,16866,regular_season,Miami Heat at Phoenix Suns
463,2016-01-08,8:00 pm,Indiana Pacers,91,New Orleans Pelicans,86,0,16895,regular_season,Indiana Pacers at New Orleans Pelicans
462,2016-01-08,8:00 pm,Cleveland Cavaliers,125,Minnesota Timberwolves,99,0,16768,regular_season,Cleveland Cavaliers at Minnesota Timberwolves
460,2016-01-08,8:00 pm,Denver Nuggets,84,Memphis Grizzlies,91,0,17499,regular_season,Denver Nuggets at Memphis Grizzlies
458,2016-01-08,7:30 pm,Orlando Magic,83,Brooklyn Nets,77,0,13907,regular_season,Orlando Magic at Brooklyn Nets
470,2016-01-09,3:30 pm,Charlotte Hornets,83,Los Angeles Clippers,97,0,19060,regular_season,Charlotte Hornets at Los Angeles Clippers
469,2016-01-09,7:30 pm,Brooklyn Nets,89,Detroit Pistons,103,0,16406,regular_season,Brooklyn Nets at Detroit Pistons
468,2016-01-09,5:00 pm,Chicago Bulls,105,Atlanta Hawks,120,0,19010,regular_season,Chicago Bulls at Atlanta Hawks
471,2016-01-09,7:00 pm,Washington Wizards,105,Orlando Magic,99,0,18058,regular_season,Washington Wizards at Orlando Magic
474,2016-01-09,9:00 pm,Miami Heat,83,Utah Jazz,98,0,19911,regular_season,Miami Heat at Utah Jazz
473,2016-01-09,10:00 pm,Golden State Warriors,128,Sacramento Kings,116,0,17317,regular_season,Golden State Warriors at Sacramento Kings
472,2016-01-09,7:30 pm,Toronto Raptors,108,Philadelphia 76ers,95,0,14100,regular_season,Toronto Raptors at Philadelphia 76ers
483,2016-01-10,9:00 pm,Oklahoma City Thunder,110,Portland Trail Blazers,115,0,19393,regular_season,Oklahoma City Thunder at Portland Trail Blazers
482,2016-01-10,6:00 pm,Cleveland Cavaliers,95,Philadelphia 76ers,85,0,19226,regular_season,Cleveland Cavaliers at Philadelphia 76ers
481,2016-01-10,7:30 pm,Milwaukee Bucks,88,New York Knicks,100,0,19812,regular_season,Milwaukee Bucks at New York Knicks
480,2016-01-10,5:00 pm,Dallas Mavericks,93,Minnesota Timberwolves,87,0,14363,regular_season,Dallas Mavericks at Minnesota Timberwolves
479,2016-01-10,6:00 pm,Boston Celtics,98,Memphis Grizzlies,101,0,17112,regular_season,Boston Celtics at Memphis Grizzlies
478,2016-01-10,9:30 pm,Utah Jazz,86,Los Angeles Lakers,74,0,18997,regular_season,Utah Jazz at Los Angeles Lakers
477,2016-01-10,3:30 pm,New Orleans Pelicans,111,Los Angeles Clippers,114,1,19060,regular_season,New Orleans Pelicans at Los Angeles Clippers
476,2016-01-10,7:00 pm,Indiana Pacers,103,Houston Rockets,107,1,18133,regular_season,Indiana Pacers at Houston Rockets
475,2016-01-10,8:00 pm,Charlotte Hornets,92,Denver Nuggets,95,0,11343,regular_season,Charlotte Hornets at Denver Nuggets
486,2016-01-11,10:30 pm,Miami Heat,103,Golden State Warriors,111,0,19596,regular_season,Miami Heat at Golden State Warriors
485,2016-01-11,8:00 pm,Washington Wizards,114,Chicago Bulls,100,0,21409,regular_season,Washington Wizards at Chicago Bulls
484,2016-01-11,7:30 pm,San Antonio Spurs,106,Brooklyn Nets,79,0,15214,regular_season,San Antonio Spurs at Brooklyn Nets
492,2016-01-12,8:00 pm,Chicago Bulls,101,Milwaukee Bucks,106,0,16867,regular_season,Chicago Bulls at Milwaukee Bucks
487,2016-01-12,8:30 pm,Cleveland Cavaliers,110,Dallas Mavericks,107,1,20347,regular_season,Cleveland Cavaliers at Dallas Mavericks
488,2016-01-12,7:30 pm,San Antonio Spurs,109,Detroit Pistons,99,0,14273,regular_season,San Antonio Spurs at Detroit Pistons
489,2016-01-12,7:00 pm,Phoenix Suns,97,Indiana Pacers,116,0,15284,regular_season,Phoenix Suns at Indiana Pacers
490,2016-01-12,10:30 pm,New Orleans Pelicans,91,Los Angeles Lakers,95,0,18997,regular_season,New Orleans Pelicans at Los Angeles Lakers
491,2016-01-12,8:00 pm,Houston Rockets,107,Memphis Grizzlies,91,0,16044,regular_season,Houston Rockets at Memphis Grizzlies
493,2016-01-12,8:00 pm,Oklahoma City Thunder,101,Minnesota Timberwolves,96,0,14791,regular_season,Oklahoma City Thunder at Minnesota Timberwolves
494,2016-01-12,7:30 pm,Boston Celtics,114,New York Knicks,120,0,19812,regular_season,Boston Celtics at New York Knicks
504,2016-01-13,7:00 pm,Milwaukee Bucks,101,Washington Wizards,106,0,16248,regular_season,Milwaukee Bucks at Washington Wizards
502,2016-01-13,10:00 pm,Utah Jazz,85,Portland Trail Blazers,99,0,19393,regular_season,Utah Jazz at Portland Trail Blazers
501,2016-01-13,8:00 pm,Dallas Mavericks,89,Oklahoma City Thunder,108,0,18203,regular_season,Dallas Mavericks at Oklahoma City Thunder
500,2016-01-13,10:30 pm,Miami Heat,90,Los Angeles Clippers,104,0,19194,regular_season,Miami Heat at Los Angeles Clippers
499,2016-01-13,8:00 pm,Minnesota Timberwolves,104,Houston Rockets,107,0,17115,regular_season,Minnesota Timberwolves at Houston Rockets
503,2016-01-13,10:00 pm,New Orleans Pelicans,109,Sacramento Kings,97,0,17317,regular_season,New Orleans Pelicans at Sacramento Kings
497,2016-01-13,7:00 pm,Atlanta Hawks,84,Charlotte Hornets,107,0,15334,regular_season,Atlanta Hawks at Charlotte Hornets
496,2016-01-13,7:30 pm,New York Knicks,104,Brooklyn Nets,110,0,17732,regular_season,New York Knicks at Brooklyn Nets
495,2016-01-13,8:00 pm,Indiana Pacers,94,Boston Celtics,103,0,18624,regular_season,Indiana Pacers at Boston Celtics
498,2016-01-13,9:00 pm,Golden State Warriors,110,Denver Nuggets,112,0,18004,regular_season,Golden State Warriors at Denver Nuggets
510,2016-01-14,9:00 pm,Sacramento Kings,103,Utah Jazz,101,0,17894,regular_season,Sacramento Kings at Utah Jazz
508,2016-01-14,7:00 pm,Chicago Bulls,115,Philadelphia 76ers,111,1,14063,regular_season,Chicago Bulls at Philadelphia 76ers
507,2016-01-14,3:00 pm,Toronto Raptors,106,Orlando Magic,103,1,18689,regular_season,Toronto Raptors at Orlando Magic
509,2016-01-14,8:00 pm,Cleveland Cavaliers,95,San Antonio Spurs,99,0,18418,regular_season,Cleveland Cavaliers at San Antonio Spurs
505,2016-01-14,10:30 pm,Los Angeles Lakers,98,Golden State Warriors,116,0,19596,regular_season,Los Angeles Lakers at Golden State Warriors
506,2016-01-14,8:00 pm,Detroit Pistons,101,Memphis Grizzlies,103,0,15977,regular_season,Detroit Pistons at Memphis Grizzlies
518,2016-01-15,8:00 pm,Charlotte Hornets,107,New Orleans Pelicans,109,0,16876,regular_season,Charlotte Hornets at New Orleans Pelicans
511,2016-01-15,7:30 pm,Phoenix Suns,103,Boston Celtics,117,0,18624,regular_season,Phoenix Suns at Boston Celtics
512,2016-01-15,7:30 pm,Portland Trail Blazers,116,Brooklyn Nets,104,0,14749,regular_season,Portland Trail Blazers at Brooklyn Nets
513,2016-01-15,8:00 pm,Dallas Mavericks,83,Chicago Bulls,77,0,22056,regular_season,Dallas Mavericks at Chicago Bulls
514,2016-01-15,9:00 pm,Miami Heat,98,Denver Nuggets,95,0,15406,regular_season,Miami Heat at Denver Nuggets
515,2016-01-15,9:30 pm,Cleveland Cavaliers,91,Houston Rockets,77,0,18320,regular_season,Cleveland Cavaliers at Houston Rockets
516,2016-01-15,7:00 pm,Washington Wizards,118,Indiana Pacers,104,0,18165,regular_season,Washington Wizards at Indiana Pacers
517,2016-01-15,8:00 pm,Atlanta Hawks,101,Milwaukee Bucks,108,1,15144,regular_season,Atlanta Hawks at Milwaukee Bucks
519,2016-01-15,7:00 pm,Minnesota Timberwolves,93,Oklahoma City Thunder,113,0,18203,regular_season,Minnesota Timberwolves at Oklahoma City Thunder
527,2016-01-16,7:30 pm,Boston Celtics,119,Washington Wizards,117,0,20356,regular_season,Boston Celtics at Washington Wizards
524,2016-01-16,8:00 pm,New York Knicks,95,Memphis Grizzlies,103,0,18119,regular_season,New York Knicks at Memphis Grizzlies
